active_founders,batch,founded,industry,jobs,location,logo,long_description,name,region,short_description,status,tags,team_size,website
"Geffen Avraham,Onkar Singh",F24,2024,"Industrials,Aviation and Space",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/f0391c3b77050497a05133de8530d09aaa7d5f7e.png,"Bifrost Orbital is building the SSH for satellites, i.e., creating a network of satellites to ensure continuous, real-time communication for other satellites in space. Our technology allows customers to monitor and control their satellites 24/7, just like accessing a computer remotely. We offer reliable, low-power, and backward-compatible solutions that work for both small and large spacecraft, making space operations more efficient and connected.",Bifrost Orbital,"San Francisco, CA, USA",24/7 and real-time connectivity for satellites,Active,"satellites,aerospace,telecommunications",0,https://bifrostorbital.com/
Josh Purtell,F24,2024,"B2B,Infrastructure",0,,https://bookface-images.s3.amazonaws.com/small_logos/72c8ca1f80fbcb63a0a616d53bce31153601a954.png,"You add a few decorators to your agent code, and run your agent on a dataset of questions you've generated / collected in the wild. We give you back a dataset of message triplets that's ready to be uploaded to your fine-tuning provider of choice (OpenAI, OpenPipe, Anthropic, Gemini, etc) that will give you a language model ready to steer your agent in production more effectively.",Synth,,We help AI agents learn from data.,Active,"artificial-intelligence,reinforcement-learning",1,https://www.usesynth.ai
"Collin Barnwell,Sabeek Pradhan",F24,2024,Government,0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/6e87f81db93e54c07d117fd89d5dcc95ed77aec9.png,"Roundabout Technologies makes AI-powered traffic signal control systems that optimize signals in real time by tracking vehicles and pedestrians around the intersection. Our system means shorter wait times, fewer resident complaints, and responsiveness to bikes and pedestrians.",Roundabout Technologies,"San Francisco, CA, USA",AI-powered traffic lights,Active,"govtech,computer-vision,transportation",2,https://roundabout.tech
"Huzaifa Sial,Ayush Tomar",F24,2024,"Healthcare,Healthcare IT",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/096e00fed8decd142a3133ebfdbffa1618ea7fb5.png,"Helpcare builds AI Agents to take on coordination burden from staff and reduces time of care by autonomously identifying and outreaching patients (through phone, text, email, & mail) to schedule visits, book screenings, complete pre-post, and onboard. These agents require no integration, can navigate all tools, speak 29 languages, come with 50+ outreach scripts and have a remarkable 80% conversation-to-booking closing rate.",Helpcare AI,"San Francisco, CA, USA",Helpcare gets more patient in the door with AI Outreach & Analysis.,Active,"artificial-intelligence,health-tech,healthcare",,https://helpcare.ai
Dexter Horthy,F24,2023,"B2B,Engineering, Product and Design",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/a7da261b740a4ae0fbccdb7818277d3243f8a1c8.png,"HumanLayer is an API and SDK that enables tool-calling AI Agents to contact humans for help, feedback, and approvals.

For example, one of our customers uses HumanLayer to have his SDR agent ping him in slack to review/revise agent-drafted emails before they go out to prospects.

HumanLayer has clients for Python and Typescript, is designed to work with any framework + LLM, and lets you contact humans across slack, sms, email, and other channels.",HumanLayer,"San Francisco, CA, USA",Human-in-the-Loop for AI Agents,Active,"developer-tools,generative-ai",1,https://humanlayer.dev
"Charlene Wang,Warren Wang",F24,2024,Healthcare,0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/cc4c02e697fb21ae99bab2ac805d924074318bc8.png,"We help surgeons automate medical scribing, patient intake, insurance letters, and more, all directly integrated within their EHR.  ",Ember Copilot,"San Francisco, CA, USA",The AI medical assistant that actually works,Active,"saas,b2b,digital-health,healthcare,ai",2,https://www.embercopilot.ai
"Albert Lam,Shardool Patel",F24,2024,"B2B,Infrastructure",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/38a4a570871fba4b9702b51fa8da50142159b1a8.png,"Ryvn manages the infrastructure for your applications in your cloud or your customer's cloud. We handle deploying and rolling out updates, provide aggregated logging and monitoring, and offer one-click rollbacks. Expand into regulated industries, accelerate time-to-PoCs, and boost revenue by offering on-prem/self-hosted without the added complexity.

Build once, deploy anywhere.",Ryvn,"San Francisco, CA, USA","Deploy, monitor, and manage applications in customer clouds",Active,"aiops,developer-tools,saas,devops,infrastructure",2,https://ryvn.ai
"Bharath Bhat,Simranjit Singh",F24,2024,"B2B,Engineering, Product and Design",0,,https://bookface-images.s3.amazonaws.com/small_logos/2aa06b2c04632ad68c2151cc3aac66c942a0119b.png,"Relvy automates troubleshooting of production software. Engineers can get started with Relvy's lightweight debugging language model in less than 5 minutes, and save 30 minutes of triaging time per on-call alert.",Relvy AI,,AI for debugging production issues,Active,,3,https://www.relvy.ai
"Kesav Kosana,Arav Seth",F24,2024,"B2B,Engineering, Product and Design",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/9881c8a31f6509e8b2a788b045dfbb1cee15e976.png,"Fix AI automates frontend QA testing using AI agents that simulate real users on websites. With simple natural language prompts, e.g. ""make sure the onboarding flow works"", our agents walk through flows and visually interact with the site to ensure critical bugs never reach users.",Fix AI,"San Francisco, CA, USA",AI agents that navigate websites like real users to find bugs,Active,"artificial-intelligence,developer-tools,ai",2,https://tryfix.ai
"Yash Kadadi,Will Nida",F24,2024,"Industrials,Aviation and Space",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/683490b8ed63456c153999da3c193d23b5d08e78.png,"Forerunner is your aerospace, defense, and hardware engineering copilot, helping you beat tight deadlines by automating critical engineering workflows. Our secure AI agents access data from tools like Atlassian Suite and Microsoft Office, then collaborate with hardware engineers to accelerate design and analysis.",Forerunner AI,"San Francisco, CA, USA","Copilot for aerospace engineers making rockets, munitions, satellites",Active,"artificial-intelligence,manufacturing,aerospace",2,https://tryforerunner.com
