active_founders,batch,founded,industry,jobs,location,logo,long_description,name,region,short_description,status,tags,team_size,website
"Nate Smith,Matthew Trost",S18,2018,"B2B,Engineering, Product and Design",0,New York,https://bookface-images.s3.amazonaws.com/small_logos/af963059fbdc3975392ff966a4a4103c25893ce8.png,"Trained on your unique style, Aesthetic generates high-quality visuals that match your aesthetic in seconds.",Aesthetic,"New York, NY, USA",Your AI-powered creative apprentice 🪄,Active,"design,ai",4,https://www.aesthetic.com
Mikhail Kokorich,S18,2017,"Industrials,Aviation and Space",0,"Santa Clara, CA",https://bookface-images.s3.amazonaws.com/small_logos/a9e04d61888abfae102ae9245cd5325c24e4bef5.png,"Momentus is a space infrastructure services company. As a first mover, Momentus will offer the most basic, foundational services that enable businesses to flourish in space. With their experienced team of aerospace, propulsion, and robotics engineers, Momentus makes and operates cost-effective and energy-efficient in-space transport and service vehicles that utilize water plasma propulsion technology. Momentus has service agreements in place with numerous private satellite companies, government agencies, and research organizations.",Momentus,"Santa Clara, CA, USA",The space infrastructure services company,Public,"commercial-space-launch,solar-power,space-exploration",125,https://momentus.space
"Basar Basaran,Baris Bilgic,Melih Sener",S18,2016,Education,0,"Istanbul, Turkey",https://bookface-images.s3.amazonaws.com/small_logos/f4aa5d347be6e7c59289b2b79a76f9271de78f1c.png,"Kunduz is making test prep resources 10x faster and cheaper for students who prepare for university entrance tests. With its first mobile platform, Kunduz provides instant answers to students’ test prep questions through its 35,000 tutors. Kunduz currently serves students in Turkey and India. ",Kunduz,"Istanbul, Istanbul, Turkey",Kunduz provides instant answers to students' questions and makes…,Active,"ai-enhanced-learning,artificial-intelligence,education",85,https://kunduz.com/
"Abe Han,Shadiah Sigala",S18,2018,"Fintech,Payments",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/70ca1a8a7c946397f4ff4c2f6fb41d8ea5ebf33e.png,"Kinside powers bookings and payments for the $648B care economy. We’ve started with child care, a $136B category that despite being an essential and evergreen service, remains an undigitized space, driven mostly by cash. ",Kinside,"San Francisco, CA, USA",Powering the $648b Care Economy,Active,"fintech,marketplace",18,https://www.kinside.com
Betsie Larkin,S18,2018,"Consumer,Apparel and Cosmetics",0,"Los Angeles, CA",https://bookface-images.s3.amazonaws.com/small_logos/50726ec2a923dcdbc1976fc34ca5ae61e74a8d58.png,"Honeylove is a DTC startup founded by EDM artist Betsie Larkin. After searching high and low for quality shapewear that made her feel confident on stage, Betsie decided to create her own line of stage-worthy shapewear and launched publicly in 2018. Since then, Honeylove has expanded to tops, bras, and many other garments that have set new standards in their verticals. We apply a technical and artistic approach to problems we see in the fashion industry, creating products that serve our customers of all shapes, sizes, and backgrounds.",Honeylove,"Los Angeles, CA, USA",Honeylove makes functional undergarments for women,Active,smart-clothing,100,https://www.honeylove.com
"Gaurav Kumar,Harsh Pokharna,Aditya Prasad",S18,2017,"Fintech,Payments",0,"Bengaluru, India",https://bookface-images.s3.amazonaws.com/small_logos/319d958d1c1ed34dab6fa69de4c65c566d82fcc8.png,"Today, over 50 million SMBs issue informal credit in India, This is a hugely manual process which they spend hours tracking, reconciling, and collecting! 

The 50M SMBs in India account for 40% of the nation’s GDP. As much as 60% of their sales happen on credit. That’s ~24% of the country’s GDP (500B$) lying on paper!

OKCREDIT as a company came into existence to start solving the most important problem of credit recovery in MSMEs. We as first movers developed a bookkeeping app that would help any merchant sitting at the remotest corner of the country with internet connectivity to record his transactions digitally. We helped them track the credit given to their customers and suppliers. With our Okcredit app a merchant can track the amount of credit given, monitor credit limit, send reminders and eventually can collect faster from their customers. So as a company our vision was to bring the data dark merchants onto the digital platform. We have changed the way the MSMEs record the transactions and eased their life today. 

",OkCredit,"Bengaluru, KA, India",Simple and secure bookkeeping for Indian businesses.,Active,"finops,fintech,payments,finance,india",70,https://www.okcredit.in
"Gordon J Lithgow,Mark Lucanic,Simon Melov",S18,,"Healthcare,Therapeutics",0,"Novato, CA",,,Gerostate Alpha,"Novato, CA, USA",Developing novel therapeutics for aging and chronic disease,Active,biotech,6,http://www.gerostatealpha.com
"Jeff Berens,Ryan Johnson",S18,2018,"Real Estate and Construction,Housing and Real Estate",2,"Tempe, AZ",https://bookface-images.s3.amazonaws.com/small_logos/496d0ff1f20ae199837eebe1bfef35fa059329d0.png,"Culdesac designs, builds, and manages walkable communities. 

Culdesac is a real estate developer and property manager. We build neighborhoods that embrace community, open space, and mobility. We offer residential units at a variety of price points integrated with local retail, commercial uses, and open space for nature and public plazas.

Our communities prioritize biking, walking, and transit over cars and parking. We partner with leading mobility companies to deliver convenient and affordable transportation services. This creates a vibrant urban lifestyle without the need for a private vehicle.

Read more here > https://medium.com/culdesac/introducing-culdesac-3fbfe7c4219c",Culdesac,"Tempe, AZ, USA","We build cities for people, not cars. ",Active,"real-estate,housing,proptech",32,http://culdesac.com
"Glenn Markov,John Ramunas",S18,2016,"Healthcare,Therapeutics",0,Mountain View,https://bookface-images.s3.amazonaws.com/small_logos/8570f907143e200c57848585eb12a16271d3643f.png,Delivery of TERT mRNA extends telomeres sufficiently in a few days to reverse over a decade of telomere shortening during normal aging.  We are advancing TERT mRNA-based therapies to the clinic.,Rejuvenation Technologies Inc.,"Mountain View, CA, USA",We extend telomeres to extend the human health span,Active,"anti-aging,gene-therapy,nanomedicine",2,https://www.rejuvenationtech.com/
Devin Wiley,S18,,"Healthcare,Therapeutics",0,,https://bookface-images.s3.amazonaws.com/small_logos/b5fd725fe8e2cac76ed87eacf3161d3f37da8f61.png,,Circumvent,,Utilizing monogenic disorders to inform and solve highly complex…,Active,"neurotechnology,biotech",6,https://www.circumventpharmaceuticals.com/
