active_founders,batch,founded,industry,jobs,location,logo,long_description,name,region,short_description,status,tags,team_size,website
"Igino Cafiero,Aubrey Donnellan",W18,,"Industrials,Agriculture",0,"Newark, CA",https://bookface-images.s3.amazonaws.com/small_logos/f6c760103131e6cfdd881aff2d03fe079d21ff37.png,"Bear Flag Robotics is developing autonomous driving technology for farm tractors. By equipping tractors and implements with technology, Bear Flag allows growers to automate and optimize many of their most common tasks. This addresses the farm labor shortage while removing workers from hazardous conditions. Additionally, Bear Flag provides growers with analytics that help them garner actionable insights about their crops and operations.",Bear Flag Robotics,"Newark, CA, USA",Autonomous driving technology for farm tractors.,Acquired,robotics,10,http://bearflagrobotics.com/
"Spike Lipkin,Gordon Wintrob",W18,2017,"Fintech,Insurance",1,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/ce6ff3e82371f1e059506cc44d9d76fe899d0169.png,"Newfront is transforming the delivery of risk management, employee experience, insurance, and retirement solutions by building the modern insurance platform. Transparent data delivered real-time translates into a lower total cost of risk and greater insights.

Headquartered in San Francisco, Newfront has offices throughout the country and is home to more than 850 employees who serve clients across the United States and globally. ",Newfront,"San Francisco, CA, USA",Modern insurance brokerage.,Active,"fintech,insurance",800,https://www.newfront.com/
"Ishan Bansal,Harsh Jain,Lalit Keshre,Neeraj Singh",W18,2016,Fintech,2,"Bengaluru, India",https://bookface-images.s3.amazonaws.com/small_logos/0ae62cb1672e8223d9b0ae2e5b7ecde4ae763c5e.png,"Groww aims to empower people in India by making financial services simple, transparent and delightful. By leveraging technology, we build reliable and accessible financial services. 

Groww is India's largest stock broker (in terms of active NSE clients) and the largest distributor of mutual fund SIPs. 
",Groww,"Bengaluru, KA, India","Making financial services simple, transparent and delightful. ",Active,india,1050,https://groww.in
"Pierre Betouin,Jean-Baptiste Aviat",W18,2015,"B2B,Security",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/9d891f44fe59b3c6d5bbb6ce15c0d60af544b9b8.png,"Sqreen is the application security platform for the modern enterprise. More than 800 organizations trust Sqreen to protect, observe and test their applications, APIs and microservices. As opposed to pattern-based approaches, Sqreen analyses in-app execution in real time to deliver more robust security without compromising performance.",Sqreen,"San Francisco, CA, USA",Sqreen is the application security platform for the modern enterprise,Acquired,"devsecops,b2b,security",120,https://www.sqreen.com/
"Jamie Marshall,Kevin Tan",W18,2017,"Consumer,Food and Beverage",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/7ac73e2746670c96205a96ceaa3fe2fd8ff8b46c.png,"Skip the line, collect points and send gifts to friends 🎁
Snackpass is an app that makes ordering food more convenient, affordable and social.",Snackpass,"San Francisco, CA, USA",Order ahead at restaurants and get rewards with friends.,Active,"marketplace,e-commerce",38,https://snackpass.co
"Dainis Kruze,Janis Putrams",W18,2015,"Industrials,Drones",0,"Riga, Latvia",https://bookface-images.s3.amazonaws.com/small_logos/1241b6cc5bfd1f7f45f48f472f34dd754b9383e2.png,"We have created a robotic system for wind turbine blade maintenance. It can perform tasks such as lightning conductivity testing, high-resolution inspection, drainage hole cleaning, cleaning, painting and leading-edge repair.",Aerones,"Riga, Latvia",Robotics for wind turbine maintenance.,Active,"robotics,drones",25,http://www.aerones.com
Kaarel Kotkas,W18,2015,"B2B,Engineering, Product and Design",0,"Tallinn, Estonia",https://bookface-images.s3.amazonaws.com/small_logos/5fb14cdcb75e548883b7886a7495ab57d679fcb5.png,"Veriff is a global online identity verification company that enables organizations to build trust with their customers through intelligent, accurate, and automated online IDV. Veriff’s intelligent decision engine can analyze thousands of technological and behavioral variables in seconds, matching people to more than 10,000 government-issued IDs from over 190 countries. Veriff serves a global portfolio of organizations across fintech, crypto, and mobility sectors. 

Founded in 2015 by Kaarel Kotkas, today Veriff serves a global portfolio of internet businesses including fintech companies, sharing economy providers and marketplaces in the USA, Europe and other places in the world. Veriff is an alumnus of the startup accelerator Y Combinator and employs 350 people in its locations in Tallinn and Tartu in Estonia; New York, in the USA,  London in the UK and Barcelona in Spain.",Veriff,"Tallinn, Harju County, Estonia",AI-powered identity verification solution for fraud prevention.,Active,fintech,550,https://veriff.com/
christina lopes,W18,,"Healthcare,Healthcare Services",0,Palo Alto,https://bookface-images.s3.amazonaws.com/small_logos/bb9e634002d538d6dc6ede0e890087fb0447eb9b.png,"Cancer is a genetic disease. We know this from decades of human and veterinary cancer research. Precision medicine and targeted therapies are successfully used to treat humans with cancer. At FidoCure®, we bring this approach to the world of veterinary medicine. 

FidoCure® empowers veterinarians to offer genetic sequencing and targeted therapies to treat dogs with cancer. We are committed to expanding the veterinary oncology toolbox for both diagnostics and therapeutics. 

Our veterinary partners have treated thousands of dogs over the past 30 years and work closely with the growing FidoCure® network of over 143 clinics and 180 forward-thinking veterinary oncologists throughout the US.

Together, we can combat canine cancer!",FidoCure®,"Palo Alto, CA, USA",FidoCure® is the leader in Precision Medicine for Canine Oncology.,Active,oncology,14,https://www.fidocure.com/
James Slezak,W18,2018,"B2B,Marketing",2,New York,https://bookface-images.s3.amazonaws.com/small_logos/a5d215c7313a052e41f5b021db99a546ebcecf7a.png,"Swayable partners with the world's leading brands and advocacy groups to change minds, behaviors and attitudes.

We are hiring in data science, full stack engineering, data visualization, design, and operations. We welcome unsolicited CVs from anyone, and especially encourage women and people from under-represented groups to talk to us.",Swayable,"New York, NY, USA",Swayable predicts consumer opinion and the impact of content,Active,machine-learning,30,http://swayable.com
"Haya Abdalla,Amjad Masad",W18,2016,"B2B,Engineering, Product and Design",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/233d387923712777913e62bff3a3ea50d70ed780.png,"Replit is the world-leading collaborative browser-based development environment -- learn, create & deploy! Join a community of 20m+ developers.",Replit,"San Francisco, CA, USA",Collaborative in-browser IDE ,Active,"developer-tools,collaboration",115,https://replit.com
"Peter Bishop,Amy Ludlum",W18,2017,"Consumer,Food and Beverage",0,"Sacramento, CA",https://bookface-images.s3.amazonaws.com/small_logos/00b4959165907ebfe95033ed850a7f57af4c704e.png,We're disrupting the $210B Alcoholic Beverage industry with all natural cannabis drinks.,California Dreamin,"Sacramento, CA, USA",Cannabis infused beverages,Inactive,,2,https://www.drinkdreamin.com/
"Raymond (George) Kennedy,Zachary Waleed Saraf",W18,,"Consumer,Social",0,Mountain View,https://bookface-images.s3.amazonaws.com/small_logos/355036b1b5906a4e3cc60cbc5706cadbfea61065.png,"Rhythmm is a social app that enables its users to share interesting thoughts and conversations.

Users can follow awesome channels and tap through each thought, finding their Rhythmm. They can also create their own channel, invite others to contribute or rock it solo, and the app help with the rest.

Rhythmm wants to take live chat conversations from experts and interesting people and let others follow along. The startup wants to take the insights people are getting from chat groups on Telegram and remove all the noise with their own platform. Only people who have been invited by the chat creator can participate, everybody else just follows the conversations.",Rhythmm,"Mountain View, CA, USA",Read interesting conversations,Inactive,"community,social",2,https://getrhythmm.com
"Adam Montgomery,Benjamin Huang",W18,,"Consumer,Home and Personal",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/fe1dec1da87d011bdd6e9ab33b74b859fda878b0.png,Everything one would need to start an ISP,Necto,"San Francisco, CA, USA",ISP starter kit,Inactive,telecommunications,4,http://joinnecto.com
"Michael Moss,Scott Moss,Patrick Stapleton",W18,,"B2B,Infrastructure",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/8fe7eca773e37878444ee870052750282ac382aa.png,"Tipe allows teams to edit, preview, and publish content for their apps. You can use tipe to change static content to dynamic, allow non-technical team members to edit anything. They can then preview those changes and get feedback before publishing. All of this is set up in less than 3 minutes from your developer.",Tipe,"San Francisco, CA, USA","Open-source, customizable, headless CMS",Inactive,open-source,5,https://tipe.io
"Gopal Ramachandran,Jeffrey Warren",W18,,"Healthcare,Healthcare IT",0,,,,Closer Sports,,Mobile streaming platform connecting professional athletes with their…,Inactive,sports-tech,2,https://closersports.com
Tanya Breshears,W18,,"Consumer,Content",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/857b9ee7f965cb9363caf3f3fa39adaa5cefc6d5.png,"Read short stories on the go, tip authors for stories you love.",Curious Fictions,"San Francisco, CA, USA",Patreon for professional authors.,Inactive,subscriptions,2,http://curiousfictions.com
"Matt Tran,Mike Wadhera,Sanjay Dastoor",W18,,"Consumer,Transportation Services",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/14e9911244ab7bf9fe482b5f57fa352b9a8e3cf3.png,"Skip Scooters operates shared electric scooters for reliable last-mile transportation.

The company works with cities to ensure our fleets are operated with the support of the surrounding communities, and they stand behind their riders by providing vehicles, safety education, and training, and world-class support.

The scooter rental company is based in San Francisco, California. It is formerly known by its Y Combinator codename, Waybots.",Skip,"San Francisco, CA, USA",Electric scooters for reliable last-mile transportation.,Inactive,transportation,2,https://rideskip.com/
"Miha Mlakar,Gasper Kolenc",W18,2017,"Consumer,Content",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/281f95a09d29e0a6d7d6cf7075a843d4496d02fd.png,"Tingles is a video platform for relaxation. It's the best place to find content that helps you relax and fall asleep. Our main focus is a video genre called ASMR, the biggest and fastest growing relaxation technique.",Tingles,"San Francisco, CA, USA",Find content that helps you relax and fall asleep.,Inactive,sleep-tech,6,https://www.gettingles.com
Dane Schneider,W18,,"B2B,Engineering, Product and Design",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/1e132ca0e6ddbcae5090360eedff8684f41d05ef.png,"EnvKey is a developer-friendly, cross-platform, end-to-end encrypted configuration and secrets manager. It can be used to store API keys, database credentials, and other application config securely. 

EnvKey makes it easy to grant least-privilege access to the developers and servers that need it from a user-friendly UI. Integration takes minutes.

Using EnvKey ensures that no 3rd party, including EnvKey itself, ever has access to your secrets. 

It takes a part of your system that used to be error-prone and insecure and makes it just work.",EnvKey,"San Francisco, CA, USA",End-to-end encrypted configuration and secrets management,Inactive,security,2,https://www.envkey.com
"Hamik Mukelyan,Yogi Seetharaman,Vicky Su",W18,,"B2B,Retail",0,,,"OurMenu provides an online food ordering service. The company replaces ordering from a waiter with ordering from a website.

OurMenu wants to let its users to order from phone instead of talking to a waiter, without downloading an app. Users can scan a QR code on the table, choose their food, order and pay, and then the food is brought tothem. OurMenu plans to charge restaurants $300 per month for the tech, and will aggregate the menu choice data to sell back to them.",OurMenu,,,Inactive,,3,http://www.ourmenu.io
Sejun Park,W18,,"Consumer,Home and Personal",0,"Toronto, Canada",https://bookface-images.s3.amazonaws.com/small_logos/5b960c3cd3323ef642c02e83ce226f1403dfec5e.png,,Aalo,"Toronto, ON, Canada",Lego-like furniture for design geeks. We create furniture that's…,Inactive,design,1,http://www.aalo.co
Yury Lifshits,W18,2017,"Consumer,Social",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/a375bb2b5825f333532f9af82e4748e3712a25c8.png,"Openland is a messenger for communities. It is focused on fundamental human needs: making new friends, safe self-expression, and learning from others. Openland is a home for some of the most active and supportive chat communities on the Internet. Anyone can start and grow their own community on Openland, for free. Openland was founded in 2017 and is based in San Francisco. The company is backed by 30 prominent venture investors, including Y Combinator, Gagarin Capital, Sinai Ventures, Soma Capital, Liquid 2 Ventures, and Rainfall Ventures.",Openland,"San Francisco, CA, USA",Messenger for communities,Inactive,"community,messaging,social",14,https://openland.com
"Mustafa Sakalsiz,Yusuf Umac",W18,,"B2B,Supply Chain and Logistics",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/4110b8cac3188390f99c836f3a6f0547d8bb25d8.png,,Viaopt,"San Francisco, CA, USA",Uber pool for corporate trucking fleets,Inactive,"autonomous-trucking,logistics",2,http://www.viaopt.com
"Edrick Guan,Zehao Li,Xin Sun",W18,,Consumer,0,"Singapore, Singapore",https://bookface-images.s3.amazonaws.com/small_logos/e8ae840fc8b953875257713883615eaaa4f535d5.png,"Meson is the faster and safer way to execute low-cost, zero-slippage stablecoin cross-chain swaps across all leading blockchains and layer-2 rollups.",Meson,"Singapore, Singapore",Meson is a stablecoin swap protocol among blockchains and Layer 2s,Inactive,,10,https://meson.fi/
