active_founders,batch,founded,industry,jobs,location,logo,long_description,name,region,short_description,status,tags,team_size,website
"John Backus,Alain Meier,Christopher Morton",S14,2013,"B2B,Engineering, Product and Design",0,Palo Alto,https://bookface-images.s3.amazonaws.com/small_logos/a1000d5d5bee5c940de394e0841af070cfa6e903.png,"Cognito is the highest converting ID verification system on the market. By starting with just a user's phone number, Cognito can verify their name, date of birth, address, phone, and Social Security Number. The strong link formed between a user and their phone number builds trust while reducing friction.",Cognito,"Palo Alto, CA, USA","Frictionless, modern identity verification that starts with just a…",Acquired,"fintech,b2b,identity",12,https://cognitohq.com
Chad Rigetti,S14,,"Industrials,Manufacturing and Robotics",0,"Berkeley, CA",https://bookface-images.s3.amazonaws.com/small_logos/d917bc9763d052f49ea938f71c94205dabf1ec83.png,"Rigetti Computing is building the world’s most powerful computers to help solve humanity’s most pressing and important problems. These systems will perform computations that today’s fastest supercomputers are incapable of — unlocking entirely new classes of problems and offering a direct path to solutions. We are scientists, engineers, builders, and visionaries. We believe quantum computing is going to significantly affect health care, how we treat disease, how we generate energy, and how we feed humanity. Rigetti is the only company deploying full-stack solutions for hybrid classical/quantum computing. Our 19-qubit quantum computer is available online through our Forest platform, and the first commercially useful applications are already under exploration.

We were founded in 2013 by Chad Rigetti, and are located Berkeley and Fremont, California.",Rigetti Computing,"Berkeley, CA, USA",Quantum coherent supercomputing.,Public,quantum-computing,51,http://rigetti.com
"Barry Canton,Austin Che,Jason Kelly,Tom Knight,Reshma Shetty",S14,2009,"Healthcare,Industrial Bio",0,Boston,https://bookface-images.s3.amazonaws.com/small_logos/d8427e9e647b115fc9f1f760c7a1324f1d2c02ef.png,Ginkgo Bioworks is the organism company. We design custom organisms for customers across multiple markets. We build our foundries to scale the process of organism engineering using software and hardware automation. Organism engineers at Ginkgo learn from nature to develop new organisms that replace technology with biology.,Ginkgo Bioworks,"Boston, MA, USA",Our mission is to make biology easier to engineer.,Public,"synthetic-biology,diagnostics,automation",641,http://ginkgobioworks.com
"Caroline Cochran,Jacob DeWitte",S14,2013,"Industrials,Energy",0,"Santa Clara, CA",https://bookface-images.s3.amazonaws.com/small_logos/7296c0e632938afdac098d754da89730bfc674b7.png,"About Oklo Inc.: 

Oklo Inc. (Oklo) is developing advanced fission power plants to provide emission-free, reliable, and affordable energy. 

Oklo received a Site Use Permit from the U.S Department of Energy, has performed successful prototypic fuel fabrication, was awarded fuel material from Idaho National Laboratory, developed the first advanced fission combined license application accepted and docketed by the U.S. Nuclear Regulatory Commission, and is developing advanced fuel recycling technologies in collaboration with the U.S. Department of Energy and national laboratories.

Oklo has been featured in Time, Newsweek, Wall Street Journal, CNBC, Popular Mechanics, Wired, Architectural Digest, Hyperallergic, POWER Magazine, has been the subject of a Harvard Business School case, and is featured in the Oliver Stone documentary Nuclear, among other features.",Oklo,"Santa Clara, CA, USA","Emission free, always on power from advanced fission power plants.",Public,"small-modular-reactors,climate",50,http://oklo.com
"Daniel Yanisse,Jonathan Perichon",S14,2014,"B2B,Human Resources",10,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/211825b572def7bbe7c182d84f166129bc978b6b.png,"Checkr builds people infrastructure for the future of work. And we believe everyone should have a fair chance to work. That's why we've designed a faster—and fairer—way to screen job seekers. For more information on our mission and products, visit http://checkr.com.",Checkr,"San Francisco, CA, USA",People infrastructure for the future of work,Active,"compliance,hr-tech,api,enterprise-software,ai",800,http://www.checkr.com
"Divey Gulati,Dhruv Saxena",S14,2014,"B2B,Supply Chain and Logistics",0,"Chicago, IL",https://bookface-images.s3.amazonaws.com/small_logos/a7fe6af4f0d7680132345ae356f0c1abe1939e2a.png,"ShipBob is a leading global fulfillment and supply chain platform designed for SMB and Mid-Market ecommerce brands. ShipBob provides brands a single view of their business and customers across sales channels to manage products, inventory, orders, and shipments, leveraging real-time analytics and reporting, dedicated support, and access to hundreds of technology and retail partners. ShipBob enables brands to improve the operations in their own facilities with ShipBob WMS (ShipBob's proprietary warehouse management system), and/or outsource fulfillment to have their orders picked, packed, and shipped from any of ShipBob’s 50+ fulfillment centers across the United States, Canada, Europe, and Australia. Founded in 2014, ShipBob launched through Y Combinator by co-founders Dhruv Saxena and Divey Gulati, two ecommerce entrepreneurs who saw a need for more efficient SMB supply chain services. Learn more by visiting shipbob.com. ",ShipBob,"Chicago, IL, USA",Providing Amazon level logistics to e-commerce businesses. ,Active,logistics,1,http://shipbob.com
Paul Duan,S14,,Unspecified,0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/54577565ca0b1c1ee08276e0f6679d74669892ec.png,"Bayes Impact's mission is to change the world through algorithms. We solve pressing public interest problems by building technology solutions that leverage data to improve outcomes on a large scale.

More information at www.bayesimpact.org",Bayes Impact,"San Francisco, CA, USA",Tech nonprofit building the future of public services.,Active,nonprofit,11,http://bayesimpact.org
"David Kirtley,Chris Pihl",S14,2013,"Industrials,Energy",0,"Everett, WA",https://bookface-images.s3.amazonaws.com/small_logos/b5119e7d1a685052ca06d144fde031fb2c13baf4.png,"Helion is creating the world’s first fusion power plant, enabling a future with unlimited zero-carbon electricity. ",Helion Energy,"Everett, WA, USA",Building the world's first fusion power plant,Active,"fusion-energy,hard-tech,climate",150,http://helionenergy.com
"Maksim Izmaylov,Jakub Vysoký",S14,,"Consumer,Travel, Leisure and Tourism",0,"Redwood City, CA",https://bookface-images.s3.amazonaws.com/small_logos/cce01a2f70c807a6306657d37ae4196d8bd4c40d.png,"Roomstorm has developed the airline industry's first ever fully automated platform for providing hotel accommodations to distressed passengers during flight disruptions.  This platform gives airlines the opportunity to directly connect to hotel inventory all over the world, or to give their teams an advanced web portal for the rapid processing of their passengers.",Roomstorm,"Redwood City, CA, USA",Real time B2B hotel room marketplace for various industries…,Active,"marketplace,b2b,travel",4,http://roomstorm.com
"Mathilde Collin,Laurent Perrin",S14,2013,"B2B,Productivity",1,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/bf249c52ada525d9126563265f52ec4b3105ea54.png,"Front powers the heart of business — the meaningful connections between teams and customers that lead to lasting relationships. Bringing email and apps together in a collaborative customer communication platform, Front drives business impact by scaling the natural conversations that create customers for life. More than 8,000 businesses are using Front today to cultivate personalized customer relationships at scale and transform their work into impact. With $204 in funding, Front is backed by leading venture capital firms including Sequoia Capital, Salesforce Ventures and Battery Ventures, as well as independent investors including top executives from PagerDuty, Atlassian, Okta, Qualtrics, and Zoom.",Front,"San Francisco, CA, USA",Customer communications hub for building strong relationships,Active,saas,385,https://front.com
