active_founders,batch,founded,industry,jobs,location,logo,long_description,name,region,short_description,status,tags,team_size,website
Uri Lopatin,S20,2020,"Healthcare,Drug Discovery and Delivery",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/7a90b132bd3ef57761690e68c3355e7471e2abf7.png,We make oral drugs to treat and prevent viral infections - like COVID-19.  ,Pardes Biosciences,"San Francisco, CA, USA",We break viruses,Public,"biotech,therapeutics",2,http://www.pardesbio.com
"JONATHAN SPORN,Andrew Kruegel,Dalibor Sames",S20,2019,"Healthcare,Drug Discovery and Delivery",0,New York,https://bookface-images.s3.amazonaws.com/small_logos/22862a35e633350fc6345c3ab3f594a54629f1b2.png,"Gilgamesh is a pioneering, clinical stage mental health science-focused biotechnology company. We have a disciplined focus on developing innovative new chemical entities (NCEs) leveraging a unique combination of medicinal chemistry, intellectual property strategy, neuroscience & neurobiology, and drug development expertise. We are an experienced team, with proven success in biotech exits and inventions.	",Gilgamesh Pharmaceuticals,"New York, NY, USA","Gilgamesh Pharmaceuticals, a Clinical stage biotechnology company…",Active,"therapeutics,psychedelics,mental-health",15,https://www.gilgameshpharmaceutical.com
"Ben Springwater,Robert Mackenzie",S20,2019,"Consumer,Content",1,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/e554b6fc17fb886da618e3af6eb487fde561739a.png,"Matter is a powerful, modern reading app that lets you save media from anywhere, pulls in your newsletters, lets you listen to your articles in a natural voice, and much more.",Matter,"San Francisco, CA, USA",Building the future of reading,Active,,7,https://getmatter.app
Sheena Allen,S20,2017,"Fintech,Consumer Finance",0,"Atlanta, GA",https://bookface-images.s3.amazonaws.com/small_logos/fe5d298e2ab3c3b13bfaecba6f31364e80a8170e.png,"CapWay is a financial technology company that creates financial access and opportunity for all via our ecosystem, including digital banking tools, savings tools, financial content, and inclusion consumer fintech products. 

The company fills financial gaps and provides solutions for the growing cashless economy and those who are looking to move away from the traditional financial system, including those who have been misunderstood, overlooked, and underserved.

CapWay has a B2C and B2B2C customer acquisition strategy. 

",CapWay,"Atlanta, GA, USA",Inclusive financial technology service provider.,Active,"fintech,saas,consumer,enterprise",9,http://www.CapWay.com
Wil Eyi,S20,2019,"Real Estate and Construction,Construction",0,New York,https://bookface-images.s3.amazonaws.com/small_logos/a9f10e82ea69e794127f2b7dec992403ddaa745d.png,"Our mission at Toolbox is to help construction, maintenance and repair contractors thrive by providing them with a simple, yet powerful financial operating system to grow their business. Today, contractors can access our best-in-class and construction-focused corporate charge card to facilitate mission-critical payments, including materials and equipment purchases.

Contractors also get access to an app to manage their finances, make payments, issue new cards for themselves and their team members, and organize expenses based on current and completed projects.",Toolbox,"New York, NY, USA",Financial operating system for construction & service contractors,Active,fintech,12,https://www.trytoolbox.com
"Nick Macario,Viv Rajkumar",S20,2019,"Healthcare,Healthcare IT",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/191ff5d94573bd6b561f073320c85dd2f1b9d928.png,,Verifiable,"San Francisco, CA, USA",API for healthcare compliance ,Active,"compliance,healthcare,api",12,https://verifiable.com/
Nicholas Donahue,S20,2019,"Real Estate and Construction,Housing and Real Estate",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/56c7ef5e92980547f109adff516d7c08cf47b59f.png,,Atmos,"San Francisco, CA, USA","The entire homebuilding process, all online",Active,"housing,proptech",30,https://www.buildatmos.com/
"Matt Anderson-Baron,Jalene Anderson-Baron",S20,2018,"Healthcare,Industrial Bio",0,"Edmonton, Canada",https://bookface-images.s3.amazonaws.com/small_logos/27598374d1722327901a24bfb15f9fd42bed8beb.png,"Future Fields has developed the world's first multicellular advanced biomanufacturing platform for the production of the most challenging recombinant proteins. We help companies in biotech, life sciences, and pharma by manufacturing their proteins. ",Future Fields,"Edmonton, AB, Canada",We make unmakeable proteins with radical advanced biomanufacturing. ,Active,"biotech,manufacturing",34,https://www.futurefields.io/about
"Michael Dubrovsky,Diedrik Vermeulen",S20,2020,"Healthcare,Consumer Health and Wellness",5,"Burlington, MA",https://bookface-images.s3.amazonaws.com/small_logos/fdae89b0d904fabc52fea58355efccbccf5d0bfd.png,We are developing a new paradigm for consumer health tech wearables by replacing a 100lb optical instrument with an area of silicon smaller than a postage stamp.,SiPhox Health,"Burlington, MA, USA",Wearable and At-Home protein monitoring with silicon photonic chips,Active,"hard-tech,biometrics,nanosensors,health-tech",25,http://www.siphox.com
Jeffrey Dietrich,S20,2020,"Healthcare,Industrial Bio",0,"San Leandro, CA",https://bookface-images.s3.amazonaws.com/small_logos/3ba444676690700e042ac3941f2c97b754bf950b.png,"We are making coffee for caffeine sensitive people. We do this by producing the world's first caffeine replacement, paraxanthine. It's better than caffeine at waking you up and causes fewer side effects, like anxiety and jitteriness.",Rarebird,"San Leandro, CA, USA",Elevating mental health to be a part of your daily coffee ritual.,Active,,5,http://www.rarebird.coffee
Lior Grossman,S20,2019,"B2B,Engineering, Product and Design",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/dc87029e5a78d6cc28d8d10fc173581df6c2afa6.png,"There are millions of open-source packages out there, and developers often spend hours researching and evaluating competing packages to find the right one.
Openbase is the first platform to offer user reviews for packages, powerful insights and categorization for open-source packages - so developers can choose the right package every time.",Openbase,"San Francisco, CA, USA",We help developers choose among millions of open-source packages,Inactive,"developer-tools,devsecops,open-source",8,https://openbase.com
Jeung Park,S20,,"Consumer,Food and Beverage",0,New York,https://bookface-images.s3.amazonaws.com/small_logos/4363c854a3940fa0d1c373b45b6123eb380d1927.png,,Racer,"New York, NY, USA",15-minute food delivery,Inactive,"delivery,food-&-beverage",7,http://racer.app
Himank Yadav,S20,2020,"B2B,Infrastructure",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/ebfba5d325484467474bc67a08191861271dfbb5.png,"Reploy makes it dead simple to generate full-stack staging environments or “previews” of web apps on every pull request. This helps teams move faster by sharing changes instantly, with everyone!",Reploy,"San Francisco, CA, USA","Instant, shareable staging environments",Inactive,"developer-tools,devops",4,https://getreploy.com/
"Ajay Saini,Vahid Fazel-Rezai",S20,2020,"Healthcare,Consumer Health and Wellness",0,Mountain View,https://bookface-images.s3.amazonaws.com/small_logos/05a7ead9b34458125d12f1e1ab33c9e5143ceca4.png,,Overfit,"Mountain View, CA, USA",Human coach for accountability + AI for personalized workouts,Inactive,"artificial-intelligence,fitness",4,https://overfit.com
Tyler Shimko,S20,2020,"Healthcare,Drug Discovery and Delivery",0,Mountain View,https://bookface-images.s3.amazonaws.com/small_logos/40f8f694b19393c459f2134d2ca7da347ce9ce08.png,"Trident Bioscience builds tools to expedite the discovery and optimization of useful proteins. Our technology first applies predictive models of protein structure and function to generate sets of potentially active protein sequences. We then apply our state-of-the-art sequence optimization algorithm to design gene libraries capable of testing these candidates extremely quickly and affordably. By combining these technologies, we're closing the design-build-test loop of protein optimization and cutting the total cycle time to help bring synthetic proteins to market faster than ever before.",Trident Bioscience,"Mountain View, CA, USA",Accelerating protein engineering.,Inactive,"hard-tech,machine-learning",1,https://trident.bio
Nikhil Bhargava,S20,2019,"B2B,Infrastructure",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/d1ce297e20c069b1d2fdd8318e4470b909ba1962.png,,Metamanagement,"San Francisco, CA, USA",We help SaaS companies deploy into their customer's environment.,Inactive,"developer-tools,saas,b2b",1,https://metamanagement.dev
"Emily Wang,Jason Hoch",S20,2020,"B2B,Productivity",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/92cfae29909a74a6807ccb30edafa8dc8ffa27aa.png,"Bento empowers b2b SaaS companies to give customers great in-product onboarding, 10x faster than building it in house. From set-up, to trying out a new workflow, Bento's onboarding guides give users a home base to track progress, pull in a co-worker to help (looking at you, IT), and go back to the steps they've done before.",Bento,"San Francisco, CA, USA",In product customer activation,Inactive,"saas,b2b",,http://trybento.co/
"Ben Scharfstein,Vincenzo Vitiello,Bryant Wolf",S20,2019,"Consumer,Social",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/ee953051618032a14eb576e8aae72ea5ebe99b62.png,Video chat today is built for meetings but you wouldn't have your birthday party around a conference table. Rume re-creates the social dynamic of an in person event where you are easily able to have smaller conversations and fluidly move between groups when you see someone you know. ,Rume,"San Francisco, CA, USA",Video chat that doesn't feel like work,Inactive,"consumer,video,social",3,https://rume.video
"Chen Wang,Austa Jiang",S20,2019,"B2B,Productivity",0,"Vancouver, Canada",https://bookface-images.s3.amazonaws.com/small_logos/cb2b2ce44556b034d2b26d0a560a8093db91fcab.png,"Nototo is a workspace that allows you to organize ALL of your information, on ONE map.",Nototo,"Vancouver, BC, Canada",A workspace with a spatial interface,Inactive,,3,https://www.nototo.app
"David Albers,Ayan Bandyopadhyay,Michael Rupprecht,Kapil Sinha,Bradley Justice",S20,2020,"Consumer,Virtual and Augmented Reality",0,"San Jose, CA",https://bookface-images.s3.amazonaws.com/small_logos/4ec97b498b05dee7edfc68e0372c6de558aa1e3c.png,"WebRTC is the reason we’ve stayed connected and productive during the COVID era, powering most of the browser-based video communications platforms you use every day (Google Meet, Facebook Messenger, etc.). But when a call gets dropped or the audio cuts out, it’s hard for the video developers to understand why it happened. This is a major problem for new players in the video chat industry that lose customers because of call quality issues; customers should be able to use video platforms with the features they want without having to sacrifice call quality.",RTCanary,"San Jose, CA, USA",We are a monitoring and analytics plugin for all video chat platforms.,Inactive,"saas,analytics",0,https://www.RTCanary.com
"Brian Park,Malea Gadoury",S20,2020,Education,0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/ee2a1412c586cb96ef9e0abb7d5ffbc2fba2b919.png,,Foreword,"San Francisco, CA, USA","A marketplace for live, online workshops for professionals",Inactive,"education,marketplace",2,https://www.foreword.live/
"Kevin Unkrich,Ivan Porollo",S20,2020,"B2B,Engineering, Product and Design",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/a79a7e737458c49c901b1062ceb420254ed8ac77.png,Monosi is an extensible data observability platform that ensures teams achieve data reliability.,Monosi,"San Francisco, CA, USA",Open Source Data Observability,Inactive,"developer-tools,b2b,open-source,data-engineering",2,https://monosi.dev
"Piyush Vishwakarma,Kamran Alam",S20,2020,"Healthcare,Consumer Health and Wellness",0,"Bengaluru, India",https://bookface-images.s3.amazonaws.com/small_logos/a11681b8399f0e26f6957a87b153da16738b2f26.png,"Jeevam Health (YC S20) is a healthcare app for holistic thyroid treatment.. Even after taking medication, 60% of women are having unresolved symptoms like fatigue, weight issues, and pregnancy challenges. 
Jeevam software assists doctors to diagnose the root cause of dysfunctions & recommend treatment protocol. The treatment revolves around nutrition, supplements, lifestyle changes, and medicine. ",Jeevam Health,"Bengaluru, KA, India",Digital holistic care for complex chronic conditions ,Inactive,"consumer-health-services,telehealth,digital-health",25,https://www.jeevamhealth.com/
"Gabe Ruttner,Tomer Dorfan",S20,2019,"B2B,Marketing",0,New York,https://bookface-images.s3.amazonaws.com/small_logos/bba8c172b89a6a65f0c8df4fa166d8025cda09c3.png,Our platform connects expert producers with guests to record marketing videos remotely from anywhere - videos are produced 4x faster and at 10x lower cost.,ClearMix,"New York, NY, USA","On-Demand, Fully-Remote Marketing and Sales Video Production Platform",Inactive,"video,marketing",7,https://clearmix.com
Nik Kotov,S20,2020,"B2B,Infrastructure",0,"Charlotte, NC",https://bookface-images.s3.amazonaws.com/small_logos/6774570940ac17f6152359e3af76945b824295d9.png,"Atomized helps developers launch applications in the cloud faster by deploying and managing the necessary infrastructure for you. Simply connect up your Github repo and your AWS account, and we'll handle the rest!

The best part is that all the infrastructure runs in your AWS account, and you have full ownership and visibility into it. No more black boxes that you can't troubleshoot and manage.

We want to empower engineers to build, deploy, secure, and monitor infrastructure faster than ever. Our long-term vision is to be the go-to platform to get started and to be able to manage all things cloud - no matter which cloud provider you choose.",Atomized,"Charlotte, NC, USA",Enabling teams to deploy without needing a cloud expert,Inactive,"developer-tools,b2b",3,https://atomizedhq.com
Ian McHenry,S20,2020,"B2B,Retail",0,"Santa Cruz, CA",https://bookface-images.s3.amazonaws.com/small_logos/0727e0fa285a7404b3127baa3c75e40869e73ed8.png,In Stock makes it easy to shop from local stores and get it delivered that day.  ,In Stock,"Santa Cruz, CA, USA","Find any product, in stock nearby",Inactive,,2,https://instock.org
Rishi Raman,S20,2020,"B2B,Sales",0,"Los Altos, CA",https://bookface-images.s3.amazonaws.com/small_logos/b6ed23c59f075554e641d7d208bcb56abf6880d1.png,"We help businesses cut operational costs, while still exceeding customer expectations.
Most businesses are consistently under- or over-staffed, which either damages customer experience or leaves money on the table (by unnecessarily increasing staffing costs). Granular, high-accuracy demand forecasting solves this issue by allowing businesses to align resources to exactly meet demand. 
Our demand forecasting as a service, brings simplicity & precision to this often complex and error-prone process, and quickly provides business users the right answers to run their operations. ",Intelligent,"Los Altos, CA, USA",Demand Forecasting as a Service ,Inactive,"machine-learning,saas,b2b",4,https://www.intelligent.services/
