active_founders,batch,founded,industry,jobs,location,logo,long_description,name,region,short_description,status,tags,team_size,website
Shahar Ben David,IK12,,Education,0,New York,https://bookface-images.s3.amazonaws.com/small_logos/87bf0779c706e5a0cd21db90c7699ba4490f55dd.png,"Sense is a company dedicated to revolutionizing the way students receive personalized, high-quality, and actionable feedback on their work using advanced AI technology. Utilizing AI techniques, including large language models, Sense offers a universal system that helps students bridge the gap between their submissions and the correct answers while providing positive reinforcement for their strengths. The platform will accommodate multiple correct answers, ensuring flexibility and adaptability to various learning styles and subjects. Educators are involved to curate and guide the system as needed to provide the best and most effective feedback.",Sense Education,"New York, NY, USA","AI Platform for personalized, high-quality, actionable feedback",Active,"ai-enhanced-learning,education",15,http://www.sense.education
Saul Costa,IK12,,Education,0,"Oakland, CA",,"Next Tech is an infrastructure and analytics solutions provider dedicated to connecting the dots between the many divisions of the software industry. Our mission is to make it easier than ever to get a highly skilled job in tech, create better software, and build bigger software companies.

We provide a variety of products built atop our secure, lightning fast custom computing environments.  Hundreds of thousands of people have used hands-on learning experiences, SaaS customer acquisition tools, and raw on-demand computing resources powered by our infrastructure.",Next Tech,"Oakland, CA, USA",Helping you build what's next in tech. Learn top tech skills with…,Active,,6,https://next.tech
"Kostas Karolemeas,Spiros Alvertis",IK12,2014,"B2B,Engineering, Product and Design",0,"Athens, Greece",https://bookface-images.s3.amazonaws.com/small_logos/b355005d27e4e3963f4de7ac76d806fe6df8fa01.png,"From idea-stage startups to established companies, we are transforming your idea into a marketable product fast and efficiently. 

Your product will be in the good hands of a talented team devoted to your success. You will forget all about scarce or overwhelmed developer resources.

We accelerate the product development process using our hybrid platform (no-code, low-code and pro-code) which generates high quality code for React, React Native and Next.js",Allcancode,"Athens, Greece",Get your product idea to market in weeks,Active,"developer-tools,saas",8,https://www.allcancode.com
Tariq Fancy,IK12,,Education,0,"Toronto, Canada",,"We're a non-profit tech startup with a mission to bring the surge of free learning content available online to communities least likely to access it but with the most to gain. 

One billion children worldwide lack access to a quality education. A problem this big requires a new way of thinking about things.

Rumie innovates with technology to lower the cost of learning resources. We find and organize the best free learning content online on the LearnCloud, and deliver libraries of it to offline communities on low-cost tablets. 

Our vision is to lead a movement of people working to make education affordable. Join us!",The Rumie Initiative,"Toronto, ON, Canada",We’re a non-profit that brings the best free learning content…,Active,,11,http://www.rumie.org
"Rupa Gupta,Dennis Li",IK12,2015,Education,0,"Oakland, CA",https://bookface-images.s3.amazonaws.com/small_logos/c0dd9085a26df5e1722455bd2c545130385e0ac1.png,,Sown To Grow,"Oakland, CA, USA",,Active,education,16,http://www.sowntogrow.com/
"Osbert Feng,Mike Teng,Asha Visweswaran",IK12,,Education,0,"San Mateo, CA",,"We believe in applying technology to take away the pain of K-12 operations. This means more time and focus available for students and families. Failing to fill a substitute teacher opening causes teachers, school leaders, and administrators to shuffle around to cover gaps. There's also the time spent on the tedious logistical issues of finding, recruiting, screening, scheduling and paying contract substitute teachers. That's why they introduced SwingSubs: so schools don't have to worry about any of those things and can focus on the important stuff.",Swing Education,"San Mateo, CA, USA",Swing Education is the on demand workforce for schools. We make it…,Active,,52,http://www.swingeducation.com
Jeremy Rogoff,IK12,,Education,0,"Philadelphia, PA",,"KickUp partners with K-12 organizations to coordinate professional learning efforts, improve decision-making and ensure that great ideas translate into demonstrable outcomes in the classroom.

“The great thing about KickUp is they brought credibility to the professional development work we are doing. It’s challenging to be a ‘prophet in our own land’, but having KickUp’s professional reports presented in clear and compelling ways instantly became a communication tool between our entire curriculum department, the district cabinet, and the school board. I was able to use the resources KickUp created for a board report and now the district is interested in seeing how all of the other departments can benefit from their services. We are in need of someone who can take that step back and see the big picture of what we are trying to accomplish with professional development, effective student learning, and assessment and tie it all together for us in ways that make sense. KickUp has become the connector between departments, helping to lead us all in our common goal, to improve learning for our students.",KickUp,"Philadelphia, PA, USA",,Active,,9,http://www.kickup.co
"Omair Aasim,Binny Mathews",IK12,2020,Education,3,"Bengaluru, India",,,ProjectPro,"Bengaluru, KA, India",We are a work-acceleration platform - we help Data Scientists get…,Active,"developer-tools,education",26,https://www.projectpro.io
Lissa Johnson,IK12,,Education,0,NY,,"Mosa Mack Science is an interactive science curriculum that combines mysteries, labs and engineering challenges. Utilizing a fun, diverse cast of characters, each episode examines a science topic using an inquiry-model and ends with a query the students attempt to solve together using customizable discussion guides. Mosa Mack Science strives to expose all students to the thrill of problem-solving while empowering girls and children of color in science.",Mosa Mack Science,"NY, USA",,Active,,,http://www.mosamack.com
"Mike Chen,Jackey Wang",IK12,,Education,0,San Francisco,,"Tickle Inc. was one of the first user-generated content companies and one of the first viral media companies, pioneering A/B testing and other growth techniques now followed by much of the industry. It provided quizzes, psychological tests developed by PhD's, social networking, matchmaking, photo sharing, and an ad network called Grapevine. Tickle registered over 150 million people before 2005.

Tickle survived the dot-com bubble burst of 2000, raised just one round of $9M, became profitable in early 2002, was acquired by Monster Worldwide in May 2004 for $110M including earnout, and became part of the overall Monster network for 4 years before being shut down by Monster on December 31, 2008.",Tickle,"San Francisco, CA, USA",,Active,,2,http://tickleapp.com
