active_founders,batch,founded,industry,jobs,location,logo,long_description,name,region,short_description,status,tags,team_size,website
"Sid Sijbrandij,Dmytro Zaporozhets",W15,2012,"B2B,Engineering, Product and Design",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/af0d32f65e9007b7edbde422787633e338fa9bff.png,"GitLab is the first single application for the entire DevOps lifecycle. Only GitLab enables Concurrent DevOps, unlocking organizations from the constraints of today’s toolchain. GitLab provides unmatched visibility, radical new levels of efficiency and comprehensive governance to significantly compress the time between planning a change and monitoring its effect. This makes the software lifecycle 200% faster, radically improving the speed of business.

GitLab and Concurrent DevOps collapses cycle times by driving higher efficiency across all stages of the software development lifecycle. For the first time, Product, Development, QA, Security, and Operations teams can work concurrently in a single application. There’s no need to integrate and synchronize tools, or waste time waiting for handoffs. Everyone contributes to a single conversation, instead of managing multiple threads across disparate tools. And only GitLab gives teams complete visibility across the lifecycle with a single, trusted source of data to simplify troubleshooting and drive accountability. All activity is governed by consistent controls, making security and compliance first-class citizens instead of an afterthought.

Built on Open Source, GitLab leverages the community contributions of thousands of developers and millions of users to continuously deliver new DevOps innovations. More than 100,000 organizations from startups to global enterprise organizations, including Ticketmaster, Jaguar Land Rover, NASDAQ, Dish Network and Comcast trust GitLab to deliver great software at new speeds.",GitLab,"San Francisco, CA, USA",A complete DevOps platform delivered as a single application.,Public,"developer-tools,devsecops,open-source",2000,http://gitlab.com/
Mike Xu,W15,2014,"B2B,Supply Chain and Logistics",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/a10cd6dd027a6f9927f0c0574be6404d3ed0c014.png,"GrubMarket is the AI-powered technology enabler and digital transformer of American Food Supply Chain industry. Our mission is to build and provide the eCommerce and software technologies to this industry, to transform this completely offline and highly manual industry into modernized online industry powered by software technologies, and improve the efficiency of American food supply chain.
",GrubMarket,"San Francisco, CA, USA",AI-powered technology enabler and digital transformer of American…,Active,"e-commerce,supply-chain,food-tech,agriculture",4548,http://grubmarket.com
Debkishore Mitra,W15,,"Healthcare,Diagnostics",0,"Emeryville, CA",https://bookface-images.s3.amazonaws.com/small_logos/c16f624e7c7aac96877a792583de496fc66b4a02.png,"Diassess Inc. is revolutionizing the way infectious diseases are prevented, diagnosed, and monitored by developing the tools necessary to empower people to become knowledgeable about their health. We produce inexpensive, disposable health diagnostic hardware that transforms any smartphone into a portable, real-time health-monitoring device for rapid, accessible, multiplexed analysis of bodily fluids anywhere in the world.",Lucira Health,"Emeryville, CA, USA",Next generation infectious disease test kits,Public,"health-tech,diagnostics",43,https://www.lucirahealth.com/
"Matthew De Silva,Pete Quinzio",W15,2014,"Healthcare,Diagnostics",3,"Foster City, CA",https://bookface-images.s3.amazonaws.com/small_logos/c2bf47d120c3bdde2a9ad11d9f05f1c08a72ca0e.png,"Notable Labs is building a personalized drug discovery platform to identify treatment options for relapsed and refractory cancer patients — starting with blood cancer — to address the long tail of cancer treatment. We look at a person’s actual cancer cells, test combinations of FDA approved drugs, and see which combinations kill the cancer cells and leave the healthy cells alive. We focus on combinations because cancer is often difficult to target with just one drug and starting with a single drug can lead to resistant clones or relapse. We're building a highly automated lab in Foster City running on our custom software and are currently testing relapsed/refractory cancer patients as well as samples from a variety of pharma/biotech partnerships.

https://www.notablelabs.com/careers",Notable Labs,"Foster City, CA, USA",Personalized drug discovery for blood cancer.,Public,"biotech,drug-discovery,oncology",40,http://notablelabs.com
"Brad Siegler,Jeff Lowe,Jabbok Schlacks,William Schlacks",W15,2014,"Real Estate and Construction,Construction",3,"Columbia, MO",https://bookface-images.s3.amazonaws.com/small_logos/ad05853522c217d92c372ba8883ff6b45dd83d99.png,"EquipmentShare delivers cloud solutions for the construction industry. We provide a better equipment rental experience, fleet tracking software and hardware security solutions to help contractors work smarter. ",EquipmentShare,"Columbia, MO, USA",Cloud solutions for the construction industry.,Active,,5400,https://www.equipmentshare.com
"Shashank Kumar,Harshil Mathur",W15,2014,"Fintech,Payments",3,"Bengaluru, India",https://bookface-images.s3.amazonaws.com/small_logos/b6a6aaf9a84fa4b7ddb53cabda7443c142a5a154.png,"The journey of building Razorpay started in 2014, when Harshil Mathur (CEO & Co-Founder) and Shashank Kumar (MD & Co-Founder) witnessed the dismal state of the online payments industry in India then and understood that they have a larger and more important issue to solve. And That was democratizing online payments for Indian businesses, particularly the underserved market, Startups and SMEs. Over the last 9 years, Razorpay has evolved from a single-product company to a multi-product company, from an online payment gateway to India’s only full-stack financial solutions company, offering payments and banking solutions to businesses.  Razorpay today is transforming age-old complexities and changing every known paradigm of money movement for disruptive businesses.

Over the last couple of years, Razorpay’s growth has evolved to be an index of India’s digital economy. From a kirana shop in Kashmir collecting payments on our POS device to a textile exporter in Kanyakumari accepting dollars through our International Payments product, Razorpay has revolutionised how businesses have traditionally transacted and interacted with money. 

Razorpay became the first and only Indian fintech to build a full-stack international Payment Gateway ‘Curlec by Razorpay’ and evolved into a comprehensive provider of payment solutions, leveraging the synergy between cutting-edge technological capabilities and a profound understanding of the local payment ecosystem. The introduction of the new Curlec Payment Gateway aims to cater to a wide spectrum of businesses, expanding its reach to over 5,000 establishments. 

Be it for international expansion or solving for Indian businesses, for Razorpay, the customer has always been at the core of all disruption, from addressing evolving needs to delivering new solutions. This hyperfocus helped bring Razorpay’s several industry-first innovations into the market since 2014. Razorpay became the first to launch a completely digital on-boarding process for startups, first to launch support for UPI, first to launch support for Bharath QR, first to introduce recurring payments for businesses through Razorpay Route, automating payment receipts and later automate payouts and making the entire process seamless and optimized and many more were introduced aling the way. Other firsts include: - First to launch India’s Multi-Network Tokenisation solution, TokenHQ - Razorpay became India’s first payment gateway to support credit cards on UPI - Razorpay also became India’s largest omnichannel payment gateway for businesses post acquiring Ezetap which is India’s leading offline POS company that was founded with the aim to simplify the in-person offline payments experience.

Over the years, Razorpay’s valuation has jumped from $1 billion to $7.5 billion and has added a host of marquee investors to its captable. Razorpay is also the second Indian company to be a part of Silicon Valley’s largest tech accelerator, Y Combinator. Marquee investors such as Lone Pine Capital, Alkeon Capital, TCV, GIC, Tiger Global, Sequoia Capital India, Ribbit Capital, Matrix Partners, Salesforce Ventures, Y Combinator, and MasterCard have invested a total of $741.5 Mn through Series A, B, C, D, E and F funding. The last financing round of Series F led the company’s valuation to $7.5 Billion signaling one of the fastest increases in valuation for an Indian Unicorn. 

Razorpay has also made acquisitions with like-minded companies over the last 9 years. In total, till date, Razorpay has made eight acquisitions, Billme in 2023 - A Digital invoice and customer Engagement, Ezetap in 2022 - India’s leading offline POS company, PoshVine in 2022 - India’s leading loyalty and reward management platform, IZealiant in 2022 - A mobile-first, API-enabled, and cloud-ready payment solution and made its first international foray in South-East Asia by announcing its acquisition of Curlec in 2022 - A recurring payments platform. TeraFin Labs in 2021 - the AI-based SaaS platform that facilitates digital financing solutions, Opfin (Now RazorpayX Payroll) in 2019 -  The payroll management solution and Thirdwatch in 2019, the first acquisition - The AI-powered fraud detection platform.

All these efforts are being done in collaboration with banks, regulators, and stakeholders so that India can build a better place for small and big businesses. Today, Razorpay powers online payments for 76 Of 100 startup unicorns and millions of businesses in India. The core premise of what Razorpay was founded in 2014 and what it is today hasn’t changed. It is to make money movement simpler and easier, whether it is for businesses to receive money, send money, or manage money. 

",Razorpay,"Bengaluru, KA, India",India's only full-stack financial solutions company for businesses.,Active,"banking-as-a-service,fintech,payments",2700,https://razorpay.com
Jose M. Mejia Oneto,W15,2015,"Healthcare,Drug Discovery and Delivery",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/ffc67fc2138abb0d2b24dd42fa7b056c024ad80a.png,"Shasqi is leading the development of therapeutics leveraging click chemistry to get active cancer treatments to tumors with its proprietary CAPAC™ platform. Our technology is based on localizing a click chemistry reagent in the tumor area, which then activates a second agent, a systemically infused protodrug. When the two 'click', a powerful localized therapy is activated at the tumor, while keeping its systemic exposure levels below toxic thresholds.",Shasqi,"San Francisco, CA, USA",Pioneering Click Chemistry in Humans to change cancer outcomes,Active,"biotech,therapeutics",28,https://
Eugenia Kuyda,W15,,"Consumer,Content",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/8bb8d74afb0e05a227b84f8652f03f05258ec34b.png,"Luka is a software development company based in San Francisco, California.

The company created Luka app, a new messenger with AI-powered chatbots. They help you find places to eat, do web search, make plans together, pick places to eat, play trivia games and lots of other things in a messenger.

In 2016 Luka launched a closed testing of Replika, a new app that allows to create a personal AI friend that helps people deal with loneliness. The app is powered by a proprietary deep learning architecture.",Replika,"San Francisco, CA, USA",Replika is an AI friend that you can talk to designed to make you…,Active,"mental-health,conversational-ai",28,https://replika.ai/
Talha Sattar,W15,2015,"Healthcare,Consumer Health and Wellness",4,"Redwood City, CA",https://bookface-images.s3.amazonaws.com/small_logos/3ef7a61ca3801604838ec463e1179fb823f2670c.png,"We enable people to live their best lives. As we succeed, there is more convenience, healthier communities and thriving businesses. We get medications to those who need them and improve information, access and management of their care and enable businesses to move online and gain access to consumers who need their services 
",NimbleRx,"Redwood City, CA, USA",On-demand prescription delivery.,Active,saas,130,http://nimblerx.com
"Mukul Dhankhar,Abhinai Srivastava",W15,2014,"B2B,Retail",4,Palo Alto,https://bookface-images.s3.amazonaws.com/small_logos/bd7ff2b3db9bbbc82a79afababdad873d16b6e54.png,"Mashgin creates better retail experiences through visual automation. 

We’ve built a self-checkout kiosk that uses computer vision to scan multiple items without barcodes, reducing checkout time by 10x. We’re completely recreating the checkout experience in an industry that’s had little innovation in decades.

Our clients see dramatic reductions in lines and revenue increases of as much as 400% as a result.",Mashgin,"Palo Alto, CA, USA",Self-Checkout using Computer Vision.,Active,"cashierless-checkout,deep-learning,hardware,computer-vision,ai",75,http://mashgin.com
