active_founders,batch,founded,industry,jobs,location,logo,long_description,name,region,short_description,status,tags,team_size,website
"Hansel Hansel,Steven Walentino",S22,2022,B2B,0,"Jakarta, Indonesia",https://bookface-images.s3.amazonaws.com/small_logos/067a567fc6eee729415d72514491e970329e357d.png,"Materee is an e-commerce platform for construction materials in Indonesia. 

Construction is one of the most important industries in Indonesia. Despite its importance, procuring raw materials for construction work involves many phone calls, text messages, as well as back and forth communications. Materee aims to transform and simplify construction material procurement process while assisting contractors to focus on the most important activity, completing their projects. ",Materee,"Jakarta, Jakarta, Indonesia",E-commerce platform for construction materials in Indonesia,Active,construction,20,https://materee.id
"Jesse Beller,Sola Ogunsakin",S22,2021,Fintech,0,"Los Angeles, CA",https://bookface-images.s3.amazonaws.com/small_logos/284231607da53a09c8c8ead2e198b4b79f62ff0e.png,"Terrace is the best way to trade crypto. We're the degen platform for institutions and the institutional platform for degens. 
Terrace is a multi-wallet, non-custodial crypto trading terminal and broker. We offer best price routing, advanced order types, synthetic pairs, token screening, and portfolio management on 12 chains. You can use Terrace for DeFi-only (no-KYC) or get access to the world's top CEX, OTC, and MM via our KYC-ed platform. Think DeBank, 1inch/Matcha, DEX Screener, and more rolled into one. ",Terrace,"Los Angeles, CA, USA",Trade Crypto Better,Active,"defi,fintech,saas,crypto-web3",10,https://www.terrace.fi
"Montana Scher,James Thompson",S22,2022,"Healthcare,Healthcare IT",1,,https://bookface-images.s3.amazonaws.com/small_logos/59577fe3dbf122c5fc827baeb6cbfac2ef01ab5f.png,"Morf is an integration platform that allows healthcare providers to sync patient data and automate workflows across their tools. For example, when a patient submits an intake form, Morf creates a patient record in an EHR and sends insurance information for an eligibility check. You can think about it like Segment + Zapier for healthcare providers.

Morf helps their customers eliminate tedious administrative tasks and empowers them to focus on patient care as they grow.",Morf Health,,Workflow automation for healthcare providers,Active,health-tech,6,https://morf.health
"Stefan Seltz-Axmacher,Ilia Baranov",S22,2021,"Industrials,Manufacturing and Robotics",1,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/0d6f5a2035d19900b2a4411b03d2c1998b0aaa5e.png,"Polymath is building a general autonomy stack for cautious vehicles.  Our software allows any industrial vehicle - whether it's a tractor in a field or a bulldozer in a mine, drive itself.  We bundle together AI, ML, Controls, ROS, Safety and best-in-class deployment practices to enable our customers to tell automated vehicles to do via a REST API.

We're on more robots than we have engineers, are seeing our revenue (and robotic fleet) grow rapidly, and are looking for folks who want to help automate the world.",Polymath Robotics,"San Francisco, CA, USA",General Autonomy for Industrial Vehicles,Active,"hard-tech,machine-learning,robotics,unmanned-vehicle,ai",11,http://www.polymathrobotics.com
"Mary Saracco,Nico Bayerque,Pablo Orlando,Jack Saracco",S22,2021,Fintech,0,"Buenos Aires, Argentina",https://bookface-images.s3.amazonaws.com/small_logos/e9b87c65de1557a4548c55d16dabf0051c7a1e7d.png,"Ping enables international contractors and freelancers to have access to a personal Dollar account in the US, a crypto account, and generate invoices to get paid.  With Ping, workers make on average 4% more money and get paid the same day.
",Ping,"Buenos Aires, CABA, Argentina",The global neo-bank for contractors and freelancers,Active,"crypto-web3,payments",20,https://www.letsping.com/
"Ananya Zutshi,Ricky Barrett",S22,2022,"Healthcare,Therapeutics",0,Boston,https://bookface-images.s3.amazonaws.com/small_logos/686bc0e4b74ba3953559c1bb8515351010e84b61.png,"Your immune system is your body’s best weapon and defense against cancer. It is only when it is overcome that cancer develops into full blown disease. Dendritic cells sit at the helm of the immune system, directing and dictating immune responses. Data has shown dendritic cells are often dysfunctional in cancer patients, and that this dysfunction is a bottleneck for other therapies. 

Guardian Bio’s approach is focused on creating a dendritic cell-based product which drives anti-tumor activity through activating the killers of the immune system AND training them against multiple cancer targets. We take stem cells from cancer patients, turn them into specific therapeutic dendritic cells specially trained against that patient’s tumor, and re-introduce them back into the body. 

Our therapeutic dendritic cells revitalize the killers of the immune system and give them the kickstart they need to fight - and win - against cancer.",Guardian Bio,"Boston, MA, USA",Dendritic cell-based platform for cancer therapy ,Active,"biotech,healthcare,therapeutics,oncology",2,http://www.guardian-bio.com
"Chris Navrides,Etienne DEGUINE",S22,2022,"B2B,Engineering, Product and Design",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/52816343555456026d1de1250894ad8361d57799.png,We help scale automation leveraging LLMs and computer vision,Dev Tools AI,"San Francisco, CA, USA",AI powered web & mobile automation,Active,"artificial-intelligence,b2b,productivity,enterprise",2,https://dev-tools.ai
David Cox,S22,2021,"B2B,Engineering, Product and Design",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/7abc96adeb32772a65759b3c7fb44df00a0e11db.png,"Integrated Reasoning builds efficient computer processors that are tailored to the memory access patterns of Karp's 21 NP-complete problems. We’re making it 100x - 10,000x faster to perform computations like scheduling airline pilots or optimizing packing layouts for shipping containers.",Integrated Reasoning,"San Francisco, CA, USA",Faster processors for solving NP-complete problems,Active,"artificial-intelligence,developer-tools,hard-tech,hardware,saas",1,https://integrated-reasoning.com
"Philip Eller,Mathias Nestler",S22,2022,"B2B,Infrastructure",0,"Berlin, Germany",https://bookface-images.s3.amazonaws.com/small_logos/1f47d40efa2ec60ceb6de3d5dad85ab504f1c80f.png,"AccessOwl automates employee SaaS account provisioning and permissioning for any tool. IT teams from companies like Zeplin and Sary save 30 minutes on every request.

Access management used to be an enterprise problem. With work from home, exploding SaaS usage and the need for SOC2 certifications startups have the same problems as enterprises. 

Mathias and Philip have built several startups and teams before and experienced the same problems around access management over and over again. Philip was the CEO and Co-Founder of blik, an award winning IoT solution that was used by Volkswagen and BMW. Mathias built the leading private payment infrastructure provider in Germany as well as the first digital car insurance as Co-Founder and CTO. Based on these experiences we decided to build a solution we wish we could have used when building our former companies.

AccessOwl can be deployed within minutes instead of weeks by simply installing a Slack application. We save companies that use AccessOwl 30 minutes for every access request, on- and offboarding. ",AccessOwl,"Berlin, Berlin, Germany",Managing your Employees' Access to SaaS,Active,"saas,b2b,compliance",4,https://www.accessowl.io/
"Max Cho,Gabriel Botelho",S22,2022,"Fintech,Insurance",1,New York,https://bookface-images.s3.amazonaws.com/small_logos/9bd0bbec7d523edd1bef0a7fed1c32a4c5e91d07.png,"Coverage Cat (https://www.coveragecat.com) is the best way for people to optimally insure against their risks for homeowners, auto, renters, and general liability insurance. Millions of wealthy but insurance-unfamiliar Americans have purchased policies that leave them vulnerable to million-dollar lawsuits and bankruptcy. 

Coverage Cat fixes their coverage and offers them cheaper premiums with a focus on the central question of insurance: ""how much can you afford to lose?"" This risk-first approach allows for policies with higher deductibles that no other insurer will sell you, and enables us to find the multi-million dollar coverage, for truly catastrophic events, that our users need.",Coverage Cat,"New York, NY, USA",Consumer Optimized Insurance,Active,"fintech,machine-learning,insurance",4,https://www.coveragecat.com/
"David Abusaid,George Marvin",S22,2021,"Fintech,Asset Management",0,"Mexico City, Mexico",https://bookface-images.s3.amazonaws.com/small_logos/7bb7c309bff6f12dbf8b78ad14581d2fc53495f8.png,"Weltio gives users access to a fully fledged brokerage account in USD, through unique features such as local instant cash rails, a robo-advisor, and tailored portfolios for the LatAm user.  Starting with MX we’re going after a market with a potential in AUM of >$60B and 40M accounts",Weltio,"Mexico City, CDMX, Mexico",First LatAm W3 WealthTech for AutoInvesting in securities & crypto,Inactive,"fintech,crypto-web3,investing",15,https://www.weltio.com
"Dayton Thorpe,Andrew Duberstein",S22,2022,B2B,0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/23caaf66a486729b29c6d411b709dcf89cc1a019.png,"Mercator is your AI-assisted data analytics platform for writing faster, cheaper, and smarter SQL. Co-founders Andrew and Dayton met on the Instacart data science team. Dayton earned a physics PhD at UC Berkeley before entering DS. Andrew spent six years as a SWE at Uber, where he developed pydeck, a geospatial data visualization library with over 12M downloads. Mercator is backed by Y Combinator, Tribe Capital, Soma Capital, Valor Equity Partners, Amplify Partners, and Rebel Fund.",Mercator,"San Francisco, CA, USA",AI-assisted data analytics,Inactive,"generative-ai,saas,b2b",2,http://www.mercator.tech
"Rohan Doshi,Prathik Muppidi",S22,2022,"B2B,Sales",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/a179ed55776fa8b30a32019584bd1e644d3018a9.png,Penguin AI help B2B companies identify the exact PEOPLE and companies visiting their site and auto-sequences them in a personalized way; book more demos without scaling headcount.,Penguin AI,"San Francisco, CA, USA",AI Sales Rep for Website Intent Signals,Inactive,"generative-ai,saas,b2b,sales",3,http://penguinai.app
"Agni Bhattacharya,Allison Bellows",S22,,"Fintech,Consumer Finance",0,"Seattle, WA",https://bookface-images.s3.amazonaws.com/small_logos/581364464788680f269b799b7681e692ba938361.png,,Alma,"Seattle, WA, USA",Gamified mobile banking app where people can win $1M every Wednesday,Inactive,"fintech,payments,gaming,consumer-finance,neobank",,https://www.myalmafi.com
"Luke Singham,Matt Sutton",S22,2022,"B2B,Analytics",0,"London, United Kingdom",https://bookface-images.s3.amazonaws.com/small_logos/66d4cb68e2a9b002d6e82fe002cef40a30254971.png,"We’re retool for data pipelines. We allow less-technical people to edit data pipelines, with easy to use tools.",ilumadata,"London, England, United Kingdom",Confidently ship analytics code faster with fewer errors,Inactive,"developer-tools,b2b,analytics,enterprise",2,https://www.ilumadata.io/
"Nathaniel Masfen-Yan,Solal Afota,Dhruv Mangtani",S22,2022,B2B,0,"Stanford, CA",https://bookface-images.s3.amazonaws.com/small_logos/1e9598aadf454f0b2c80558c3295465a4baabbcc.png,"Notebook solves the Web3 identity problem by using Zero-Knowledge to provide both anonymous proof-of-humanity and credential aggregation. Notebook initially verifies users’ identifying information to ensure that each person has just a single Notebook. Neither Notebook, nor any other company knows the link between a user’s personal information and their Notebook. Once a user’s Notebook account is created they can begin proving their humanity and aggregating their credentials across wallets.

Notebook can be used to increase the safety of DeFi, governance, and airdrops. With Notebook, creators and communities can run Sybil-resistant airdrops, DAOs can verify the humanity and aggregate the credentials of participants, and lending protocols can build credit scoring systems to offer lower-collateralized loans. ",Notebook Labs,"Stanford, CA, USA","Decentralized, anonymous, and accountable identity on Web3.",Inactive,"defi,crypto-web3,identity",3,http://www.notebooklabs.xyz
"Angela Dao,Elise Nguyen,Quan Zhou",S22,2022,B2B,0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/d8637fd38a327a3ebbaa10c637c194c7c1aec16b.png,"A fool-proof goals platform using GPT to help teams write and track SMART goals at every level. Automates manual, redundant tasks that take time away from team’s high-impact contributions.
",Stellar,"San Francisco, CA, USA",AI-powered business goals,Inactive,"saas,b2b,productivity,analytics",3,http://www.stellarapp.io
"Daniel Haven,Tal Auslander,Moti Elkayam",S22,2022,"B2B,Infrastructure",0,"Tel Aviv-Yafo, Israel",https://bookface-images.s3.amazonaws.com/small_logos/004f2f17d69c6a7d9b09c060c1c5711e24251d97.png,"Slauth.io generates and rightsizes IAM policies in order to save engineering time and secure the organization. We use PR's to suggest what good functional and secure IAM policies should look like and integrate with IaC (Terraform)  to have a seamless end-to-end IAM policy creation and deployment. Save hundreds of DevOps engineering time each year and increase your security to scale faster. 
",Slauth.io,"Tel Aviv-Yafo, Tel Aviv District, Israel",The IAM Policy Copilot,Inactive,"developer-tools,devsecops,productivity,compliance",4,https://slauth.io/
"Marilena Schmich,Anton Pluschke",S22,2022,"Consumer,Food and Beverage",0,"Potsdam, Germany",https://bookface-images.s3.amazonaws.com/small_logos/fc99aae5f13053eae590048fb4560f4d9ac2f336.png,We are a consumer facing biotech company using the power of plant protein and biotechnology to deliver the next generation of sustainable seafood. Our mission is to bring balance back into our food system by empowering people to make greener choices one bite at a time.,Ordinary Seafood,"Potsdam, BB, Germany",We are doing for seafood what Impossible did for meat,Inactive,,5,https://www.ordinaryseafood.com/
"Jensen Kuo,James Chen",S22,2021,B2B,0,New York,https://bookface-images.s3.amazonaws.com/small_logos/8c6e0f60f05c93e4aa70e811f7fa2df38afbb600.png,,Zoltar Labs,"New York, NY, USA",AI-assisted CX tool built with your knowledge.,Inactive,"saas,customer-success,customer-support,enterprise-software",9,https://www.zoltarlabs.com/
"Mikael Nida,Diego Escobedo",S22,2022,"B2B,Finance and Accounting",0,New York,https://bookface-images.s3.amazonaws.com/small_logos/2939eceea0905b3a2c3c34f9f16476bbc6c94309.png,"Lotus is an open-core pricing and billing engine. We enable API companies to automate their custom usage-based pricing for any metric. Rather than guess on how to charge their customers, Lotus provides companies with powerful new tools from metering to invoicing to testing new pricing.

Our self-hosted software is free on GitHub, and we offer a paid cloud version and enterprise tier for support.",Lotus,"New York, NY, USA",Open-Core Pricing and Billing Engine,Inactive,"fintech,saas,open-source,enterprise",2,http://uselotus.io
"Gajendra Khatri,Sagar Agarwal",S22,2022,"Fintech,Payments",0,"Delaware City, DE",https://bookface-images.s3.amazonaws.com/small_logos/63716659153a382d18dd3ed5667bcd754a6aa1c4.png,"Payfura is a fiat<>crypto on/off ramp payment gateway for web3 applications. We are a bridge between fiat and crypto so web3 applications can seamlessly onboard users across different geographies with local payment methods.

Key Features:
- Currencies supported: 150+ fiat currencies, 100+ crypto currencies.
- Regions supported: US, Europe, LATAM, SEA, Africa.
- Payment methods: Credit/Debit cards, E-wallets, Bank transfers and many more.
- Partner Dashboard: A powerful dashboard for partners to get detailed insights and analytics for their orders
- Handle KYC and AML compliances of local regions.
- API and SDK integration.",Payfura,"Delaware City, DE, USA",Global payment gateway to buy/sell crypto,Inactive,"defi,fintech,saas,crypto-web3",2,https://www.payfura.com
"Bryan Houlton,Ryan Downing",S22,2021,"B2B,Sales",0,"College Park, MD",https://bookface-images.s3.amazonaws.com/small_logos/0a9a0e0f91f37996c715485c30911b32768c3466.png,"We let you see everything about how prospects interact with your demos, then convert them into paying customers.",Manatee,"College Park, MD, USA",DocSend for demos.,Inactive,b2b,2,https://www.trymanatee.com/
"Ted Chai,Dylan Feng",S22,2022,"B2B,Sales",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/b7aadf99efc36d06092a505cb38a1a4b1b68750a.png,"Sonnet is an end-to-end meeting assistant, combining a human-quality notetaker with an auto-updating CRM.

Our AI notetaker uses the most powerful AI models to transcribe, summarize, and generate notes for your meeting recordings. With Sonnet, collaboration and recollection is both faster and better. 

Sonnet CRM updates itself automatically using conversation data, so you'll never have to wrangle with CRM fields again. Get up to speed on the context of an entire relationship, in seconds. ",Sonnet,"San Francisco, CA, USA","Meeting notes and CRM, automated",Inactive,"generative-ai,b2b,productivity",3,https://sonnetai.com
"Nkiru Amadi-Emina,Ijeoma Akwiwu",S22,2021,Fintech,0,"Lagos, Nigeria",https://bookface-images.s3.amazonaws.com/small_logos/7420fcdf5d2a549094588e1723a574be25f57e2e.png,"Africa has experienced robust macroeconomic growth over the last five years and was the second fastest growing region in 2019 with a GDP of $2.6T, a 3.7% increase on 2018. Nigeria makes up $0.5T, 50% of which comes from Small and Medium Enterprises (SMEs) – a huge number of these operate within large manufacturing supply chains.

Starting with Freight Carriers Pivo makes financial services easily accessible for truck owners and truck drivers by providing a bank account, debit card and digital invoicing tools so they can get paid faster and avoid cash flow problems.

This will be further augmented by more fundamental financial products such as credit, transaction management, and expense management, to improve their cashflow. ",Pivo Technology Inc,"Lagos, LA, Nigeria",Digital Bank for Freight Carriers in Africa.,Inactive,"fintech,payments,b2b,supply-chain",11,http://www.pivo.africa
"Uzoma ""Zo"" Orchingwa,Gabriel Saruhashi",S22,2022,Education,2,,https://bookface-images.s3.amazonaws.com/small_logos/d1c65c785bffb3e80816038f1fe03d66e2d6055d.png,"Emerge sells online job training to the government. For example, Connecticut has allocated $840K to pay Emerge to train 140 incarcerated people to become truck drivers. The US government allocates ~$10 billion in job training funds every year, which is distributed to state and local governments, and eventually paid off to small brick-and-mortar job training programs, with horrible track records. 

In just three months since launch, we’ve already signed $2.25 million in LOIs with three cities. Our first deal for $82.5K / month starts next week.

Each year, more than 600,000 individuals are released from state and federal prisons. Another nine million are released from local jails. Yet, a year after reentry, 60% of formerly incarcerated people remain unemployed.  The success of Emerge creates a win-win-win situation: (1) jobs for reentrants, (2) workers for labor-starved industries, and (3) reduction in crime and recidivism.",Emerge Career,Remote,Selling online job training to the government,Active,education,3,https://www.emergecareer.com/
"Matt Williamson,James Bowers",S22,2022,"B2B,Analytics",0,"London, United Kingdom",https://bookface-images.s3.amazonaws.com/small_logos/22e8f105fb29e8957dec4db2a7b28a0c24a20539.png,"Vizzly provides customer-facing analytics for modern SaaS.

The platform offers the same level of flexibility as an in-house development process with minimal technical overhead required. ",Vizzly,"London, England, United Kingdom",Customer-Facing Analytics for Modern SaaS.,Acquired,"developer-tools,saas,b2b,analytics",4,https://vizzly.co/
Andreea Francis,S22,2022,"B2B,Sales",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/d401abf5313532e28e8c6e9780d794dacb0578b3.png,"SilkChart is an AI-powered call analysis and sales coaching tool that helps sales teams improve performance and win more deals. It analyzes sales calls to identify what went well and what could be improved, based on training data from top sales coaches and hundreds of thousands of sales calls.
",SilkChart,"San Francisco, CA, USA",AI-powered sales coach,Active,"artificial-intelligence,saas,b2b,sales,sales-enablement",5,https://www.silkchart.com
"Buddha Chaudhuri,Frederik Ceyssens",S22,2022,"Healthcare,Therapeutics",0,"Walnut Creek, CA",https://bookface-images.s3.amazonaws.com/small_logos/bd12fc4dc5d053441f31a9c528579e0d16f3449e.png,"Keylika is an early stage biopharma startup developing metal-based drugs using a platform synthesis technology to treat unmet medical needs. We then administer these drugs using proven delivery technologies to effect the best clinical outcomes. 

Our first product is a small molecule iron drug (new molecular entity) delivered by a wearable skin patch to treat Iron Deficiency Anemia (IDA), with significantly higher safety, efficacy and tolerability over existing treatments. This is poised to be a best-in-class, potentially breakthrough therapy for treating iron deficiency without any GI side-effects (eg. nausea, constipation, diarrhea, etc.) typically associated with oral iron supplements, and without the risks, costs and side-effects associated with IV iron infusions. When approved, Keylika’s proprietary transdermal iron will be the world's first prescription iron patch. Iron deficiency is a hugely understated problem affecting about 1.6 billion people worldwide and more than 30 million in the US alone, translating to a $17B US market.",Keylika,"Walnut Creek, CA, USA",Redefining the Standard of Care for Iron Deficiency Anemia,Active,"ai-powered-drug-discovery,medical-devices,drug-delivery,nanotechnology,therapeutics",1,https://www.keylika.com
"Tracy Young,Ralph Gootee",S22,2021,B2B,0,,https://bookface-images.s3.amazonaws.com/small_logos/cb773861a8ee7d9c8f9ea1ad72eeeb3cc4a2283e.png,"As experts in machine learning and mobile enterprise, TigerEye is uniquely qualified to reimagine what smart sales software is capable of delivering to a multigenerational workforce. At our last startup, PlanGrid, we saw firsthand what using legacy software did to our team — it slowed us down. We have the necessary skills and unwavering desire to build better tools for sales leaders. TigerEye is the solution to make faster strategic decisions.
",TigerEye,Remote,Modern enterprise software for sales leaders,Active,"saas,sales",16,http://tigereye.com/
Nizar Batada,S22,2022,"Healthcare,Therapeutics",0,"San Carlos, CA",https://bookface-images.s3.amazonaws.com/small_logos/a88b74cc086730f852f068c605f2dcaa54b40a16.png,"Eugit Therapeutics targets the issue of non-specific drugs that cause toxicity and clinical trial failures, affecting millions with tissue-specific inflammatory diseases. TAGHOME delivers drugs with precision to diseased tissues using T cell receptors, enhancing safety and improving efficacy. Our initial focus is on the 3.1 million U.S. individuals with Inflammatory Bowel Disease, aiming to initiate clinical trials within two years.

Cofounded by George Church (Harvard) and funded by Y Combinator (S22).",Eugit Therapeutics,"San Carlos, CA, USA",Enabling Tissue Targeting of Therapies,Active,"cell-therapy,synthetic-biology,therapeutics,oncology",2,http://www.eugittx.com
"Piero Nunez del Risco,Luis Peña",S22,2021,"Fintech,Banking and Exchange",0,"Winter Garden, FL",https://bookface-images.s3.amazonaws.com/small_logos/f51d97f938a4d160ed1560789299f2c9823d3ba5.png,"Pana helps customers open a US bank account online without an SSN, Send remittances to Latam, Europe and Philippines in nearly realtime with the best rates in the market.

Lead by the fmr. Head of Digital Banking at Scotiabank for LatAm, and along with co-founder and the rest of the team which comes from Rover, Rappi, and mercado libre, have all personally lived through the struggles of migrating to the USA.

Latinos represent the fastest- growing -and one of the most underserved- population in the USA in part because Big Banks are not really interested in this segment or have other priorities. A good product and service like Pana that speaks to our needs and worries is long overdue.",Pana,"Winter Garden, FL, USA",Cross-border challenger bank for the 62M Hispanics in USA,Active,"fintech,consumer,social",14,http://Holapana.com
"Alex Duta,Shamoil Soni",S22,2020,"Real Estate and Construction,Construction",1,"Downers Grove, IL",https://bookface-images.s3.amazonaws.com/small_logos/98b59db8e386fdd1ee47fb4a3c5d37055f50994a.png,"Albiware (Albi) is a B2B SaaS solution for the $100B+ insurance damage repair industry. Albi provides an all-in-one platform for damage repair contractors to manage all aspects of their business including: CRM, project management, field documentation, scheduling, BI, marketing automation, communication, HR management, and much more. Albi is built by contractors who felt the pain that lack of technology brought and set out on a mission to build a SaaS that all insurance damage repair contractors want. Albi helps their customers reduce claims friction between them and the insurance company by providing tools to seamlessly document the work that was performed at projects. Albi helps users sync their communication company-wide through email, text, and phone directly in the platform. Albi helps contractors get paid faster by streamlining the process of a project from first call to completion. Albi also helps their customers make better business decisions through their BI tool with customizable reporting. ",Albiware Inc.,"Downers Grove, IL, USA",B2B SaaS for insurance damage repair contractors. ,Active,saas,12,https://www.albiware.com
